id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RFC2	4	0.34248	0.48662	0.99917	9276	1	0.13777	0.44009	0.58728	1.0	11157	2	0.13777
SPATA8	4	0.34249	0.48663	0.99917	9277	2	0.09052	0.078954	0.17719	1.0	3324	2	0.09052
WNT1	4	0.34254	0.48667	0.99917	9278	2	-0.094335	0.70848	0.73405	1.0	13888	1	-0.094335
FBF1	4	0.34263	0.48677	0.99917	9279	2	0.032398	0.25162	0.39695	1.0	7498	2	0.032398
BBS7	4	0.34265	0.48679	0.99917	9280	2	-0.12462	0.057595	0.1369	0.993395	2631	1	-0.12462
BARHL2	4	0.34268	0.48682	0.99917	9281	2	-0.10909	0.87868	0.87824	1.0	16687	0	-0.10909
ZBTB16	4	0.34275	0.48689	0.99917	9282	1	-0.091163	0.86285	0.86242	1.0	16366	0	-0.091163
PRR23D1	4	0.34287	0.487	0.99917	9283	1	0.06227	0.27229	0.41769	1.0	7881	2	0.06227
METTL21B	4	0.34289	0.48702	0.99917	9284	2	-0.012622	0.41185	0.55867	1.0	10610	2	-0.012622
OR1F1	4	0.34293	0.48707	0.99917	9285	2	-0.18834	0.12339	0.2562	1.0	4798	1	-0.18834
MTMR8	4	0.34296	0.48709	0.99917	9286	2	-0.24662	0.8633	0.86287	1.0	16374	0	-0.24662
RRAS	4	0.34298	0.48713	0.99917	9287	1	0.13058	0.39442	0.54102	1.0	10248	2	0.13058
CDC26	4	0.34307	0.48721	0.99917	9288	2	-0.15162	0.90868	0.90843	1.0	17281	0	-0.15162
UCKL1	4	0.34309	0.48724	0.99917	9289	2	-0.051766	0.56003	0.65215	1.0	12370	1	-0.051766
ZKSCAN8	4	0.34313	0.48728	0.99917	9290	1	0.15709	0.63939	0.69288	1.0	13110	1	0.15709
SLC9A4	4	0.34325	0.4874	0.99917	9291	1	0.25018	0.039386	0.10145	0.990382	1945	3	0.25018
ULK3	4	0.34335	0.48751	0.99917	9292	2	-0.089506	0.73492	0.75197	1.0	14217	1	-0.089506
SF3B3	4	0.34345	0.48761	0.99917	9293	2	0.032335	0.32473	0.47039	1.0	8845	2	0.032335
LECT2	4	0.34359	0.48775	0.99917	9294	2	-0.11717	0.90563	0.90533	1.0	17216	0	-0.11717
NSMF	4	0.34359	0.48775	0.99917	9295	2	-0.16813	0.91405	0.91385	1.0	17374	0	-0.16813
TMEM72	4	0.34365	0.4878	0.99917	9296	2	-0.19818	0.19496	0.34003	1.0	6420	1	-0.19818
MED26	4	0.34367	0.48782	0.99917	9297	1	0.01507	0.3497	0.49569	1.0	9350	1	0.01507
LY6E	4	0.34367	0.48782	0.99917	9298	2	-0.080575	0.50539	0.62742	1.0	11899	1	-0.080575
CDH1	4	0.34394	0.48812	0.99917	9299	2	0.050429	0.29304	0.43853	1.0	8246	2	0.050429
FAM47B	4	0.34401	0.4882	0.99917	9300	1	-0.045887	0.82771	0.82728	1.0	15683	1	-0.045887
OLFM1	4	0.34404	0.48823	0.99917	9301	2	-0.13373	0.8392	0.83852	1.0	15914	0	-0.13373
ZNF649	4	0.34409	0.48827	0.99917	9302	1	0.41643	0.043092	0.1088	0.990382	2095	3	0.41643
BRINP3	4	0.34413	0.48832	0.99917	9303	1	-0.07141	0.36171	0.50786	1.0	9580	1	-0.07141
TFAP2B	4	0.34417	0.48836	0.99917	9304	1	-0.056335	0.92814	0.92792	1.0	17661	0	-0.056335
OAS2	4	0.34428	0.48847	0.99917	9305	2	-0.16908	0.38853	0.53501	1.0	10104	1	-0.16908
SUN2	4	0.3443	0.48849	0.99917	9306	2	-0.031632	0.051605	0.12537	0.991161	2412	1	-0.031632
LOC102723859	4	0.34433	0.48853	0.99917	9307	2	-0.11212	0.45186	0.59915	1.0	11373	1	-0.11212
PLA2R1	4	0.34436	0.48855	0.99917	9308	1	-0.13954	0.71707	0.73967	1.0	13996	1	-0.13954
TSGA10	4	0.34444	0.48863	0.99917	9309	2	-0.039735	0.42578	0.5728	1.0	10864	2	-0.039735
MAN2B1	4	0.34449	0.48869	0.99917	9310	2	0.017892	0.37535	0.52171	1.0	9843	2	0.017892
LOC100129520	4	0.34449	0.48869	0.99917	9311	2	-0.082335	0.79577	0.79864	1.0	15119	1	-0.082335
ZNF296	4	0.34459	0.48878	0.99917	9312	1	0.30203	0.072364	0.16492	1.0	3128	3	0.30203
RAB6A	4	0.3446	0.48879	0.99917	9313	2	0.019089	0.1715	0.31635	1.0	5966	2	0.019089
FRK	4	0.34462	0.48882	0.99917	9314	2	0.10458	0.1975	0.34258	1.0	6465	2	0.10458
DOCK3	4	0.34468	0.48887	0.99917	9315	1	0.27802	0.16829	0.31309	1.0	5892	2	0.27802
LEAP2	4	0.34474	0.48894	0.99917	9316	2	-0.1151	0.93561	0.93549	1.0	17819	0	-0.1151
MEGF11	4	0.34476	0.48895	0.99917	9317	2	-0.041825	0.23909	0.38446	1.0	7262	2	-0.041825
TIAF1	4	0.34478	0.48898	0.99917	9318	2	-0.063223	0.76855	0.77666	1.0	14677	1	-0.063223
POP4	4	0.34487	0.48907	0.99917	9319	2	0.026628	0.27429	0.41973	1.0	7910	2	0.026628
UBA5	4	0.34493	0.48914	0.99917	9320	1	0.087253	0.64006	0.69324	1.0	13114	1	0.087253
PIP4K2B	4	0.34494	0.48915	0.99917	9321	2	-0.072053	0.45453	0.60186	1.0	11425	2	-0.072053
MCF2L	4	0.34505	0.48927	0.99917	9322	2	-0.14422	0.62079	0.6829	1.0	12931	1	-0.14422
GALR3	4	0.34506	0.48928	0.99917	9323	2	-0.19663	0.90101	0.90065	1.0	17113	0	-0.19663
MGST3	4	0.34512	0.48934	0.99917	9324	1	0.26903	0.12032	0.25088	1.0	4706	2	0.26903
C6orf7	4	0.3452	0.48942	0.99917	9325	1	0.27847	0.024217	0.070738	0.967025	1380	3	0.27847
HAPLN4	4	0.34528	0.48951	0.99917	9326	2	0.0048619	0.56488	0.65451	1.0	12414	1	0.0048619
FGFBP1	4	0.34529	0.48952	0.99917	9327	2	-0.16645	0.96535	0.96529	1.0	18406	0	-0.16645
JMJD6	4	0.34532	0.48954	0.99917	9328	1	0.84907	0.00080523	0.0029468	0.606356	91	2	0.84907
PAAF1	4	0.34537	0.4896	0.99917	9329	2	-0.19591	0.82065	0.82069	1.0	15539	1	-0.19591
SSUH2	4	0.34543	0.48966	0.99917	9330	1	0.06652	0.3041	0.44964	1.0	8476	2	0.06652
GSTM3	4	0.34543	0.48966	0.99917	9331	2	-0.17504	0.53217	0.63918	1.0	12121	1	-0.17504
SNTB2	4	0.34558	0.48982	0.99917	9332	1	-0.040056	0.89407	0.89375	1.0	16972	0	-0.040056
SSX2B	4	0.34562	0.48985	0.99917	9333	2	0.011574	0.27222	0.41764	1.0	7880	2	0.011574
CHRNA7	4	0.34566	0.4899	0.99917	9334	1	0.019512	0.63603	0.69103	1.0	13074	1	0.019512
CNTFR	4	0.34575	0.49	0.99917	9335	2	-0.0029183	0.22392	0.36925	1.0	6981	2	-0.0029183
SLC6A2	4	0.34585	0.49009	0.99917	9336	2	-0.012932	0.36027	0.50642	1.0	9553	2	-0.012932
CYP4F3	4	0.34595	0.49019	0.99917	9337	2	-0.2911	0.38922	0.53571	1.0	10118	1	-0.2911
CNN1	4	0.34596	0.4902	0.99917	9338	1	0.10138	0.32928	0.47503	1.0	8948	2	0.10138
KCNK3	4	0.34608	0.49032	0.99917	9339	1	0.31313	0.03947	0.10162	0.990382	1947	2	0.31313
USP19	4	0.34612	0.49036	0.99917	9340	1	0.068509	0.42593	0.57295	1.0	10869	2	0.068509
AADAC	4	0.34616	0.4904	0.99917	9341	1	-0.048622	0.79432	0.7974	1.0	15103	1	-0.048622
IGSF8	4	0.34631	0.49054	0.99917	9342	1	0.033261	0.69916	0.72807	1.0	13771	1	0.033261
CIZ1	4	0.34638	0.4906	0.99917	9343	2	-0.066909	0.79311	0.79636	1.0	15076	1	-0.066909
AGO3	4	0.34642	0.49064	0.99917	9344	1	0.10875	0.71456	0.73798	1.0	13963	1	0.10875
SPRR3	4	0.34646	0.49068	0.99917	9345	1	0.062332	0.13706	0.27956	1.0	5265	1	0.062332
UBE4B	4	0.3465	0.49072	0.99917	9346	1	0.26443	0.028669	0.079797	0.977669	1560	2	0.26443
CNTN1	4	0.34654	0.49076	0.99917	9347	1	-0.14122	0.84176	0.84104	1.0	15966	0	-0.14122
OSBPL5	4	0.34658	0.49079	0.99917	9348	2	-0.21138	0.79134	0.79488	1.0	15053	1	-0.21138
ALG5	4	0.34661	0.49084	0.99917	9349	2	-0.071972	0.65219	0.69995	1.0	13235	1	-0.071972
NUMBL	4	0.34663	0.49085	0.99917	9350	2	-0.2109	0.89799	0.89772	1.0	17043	0	-0.2109
WIPF3	4	0.34677	0.49099	0.99917	9351	1	-0.056269	0.65894	0.70386	1.0	13303	1	-0.056269
SHQ1	4	0.34677	0.491	0.99917	9352	2	0.047627	0.17232	0.31722	1.0	5987	2	0.047627
OR5K4	4	0.3468	0.49103	0.99917	9353	1	-0.026747	0.69462	0.72528	1.0	13712	1	-0.026747
MAP3K19	4	0.34682	0.49105	0.99917	9354	2	0.09863	0.14418	0.28883	1.0	5453	2	0.09863
HEATR4	4	0.3469	0.49113	0.99917	9355	1	0.037913	0.4582	0.60561	1.0	11489	2	0.037913
MAEL	4	0.34693	0.49116	0.99917	9356	2	-0.041739	0.8068	0.80821	1.0	15295	1	-0.041739
CNGA3	4	0.34696	0.49118	0.99917	9357	1	0.74413	0.0031847	0.011306	0.818734	262	2	0.74413
LYAR	4	0.34699	0.49122	0.99917	9358	1	0.21713	0.40331	0.55007	1.0	10447	2	0.21713
SUMO1	4	0.34705	0.49128	0.99917	9359	2	-0.18621	0.3299	0.47565	1.0	8958	1	-0.18621
HNRNPDL	4	0.34722	0.49146	0.99917	9360	2	-0.20105	0.94286	0.94277	1.0	17970	0	-0.20105
CPSF4	4	0.34724	0.49147	0.99917	9361	2	-0.080377	0.066951	0.15473	1.0	2947	1	-0.080377
FAM46A	4	0.34729	0.49153	0.99917	9362	2	-0.13712	0.72594	0.74575	1.0	14107	1	-0.13712
SRGAP2C	4	0.34741	0.49166	0.99917	9363	1	0.254	0.1013	0.21769	1.0	4081	3	0.254
RPS11	4	0.34745	0.49171	0.99917	9364	2	-0.18783	0.91714	0.91694	1.0	17433	0	-0.18783
HBG1	4	0.34749	0.49175	0.99917	9365	2	-0.16593	0.92238	0.92222	1.0	17545	0	-0.16593
ZC3H7A	4	0.34753	0.49178	0.99917	9366	2	-0.025564	0.076979	0.17352	1.0	3264	2	-0.025564
NIM1K	4	0.34756	0.49182	0.99917	9367	2	-0.095605	0.75547	0.76677	1.0	14481	1	-0.095605
FGF11	4	0.34757	0.49183	0.99917	9368	1	-0.041436	0.72287	0.74364	1.0	14071	1	-0.041436
LOC100130357	3	0.34757	0.45486	0.99917	9369	1	-0.11288	0.4938	0.54785	1.0	11801	1	-0.11288
RARRES2	4	0.34763	0.49188	0.99917	9370	2	-0.029956	0.83541	0.8348	1.0	15835	1	-0.029956
SEMA6A	4	0.34767	0.49193	0.99917	9371	2	-0.144	0.49288	0.62213	1.0	11792	1	-0.144
VSX1	4	0.3477	0.49195	0.99917	9372	2	0.041563	0.41805	0.56498	1.0	10724	2	0.041563
CHRNB4	4	0.34772	0.49197	0.99917	9373	2	-0.090855	0.69739	0.72697	1.0	13755	1	-0.090855
C1orf198	4	0.3478	0.49205	0.99917	9374	1	0.36675	0.090131	0.19758	1.0	3702	2	0.36675
HEXB	4	0.34789	0.49216	0.99917	9375	2	-0.21417	0.93017	0.92995	1.0	17709	0	-0.21417
KREMEN2	4	0.34789	0.49216	0.99917	9376	2	-0.049572	0.58981	0.66678	1.0	12625	1	-0.049572
ORMDL3	4	0.34794	0.49221	0.99917	9377	2	-0.18775	0.41034	0.55717	1.0	10580	1	-0.18775
GCNT1	4	0.34798	0.49224	0.99917	9378	2	-0.1007	0.84039	0.83968	1.0	15939	0	-0.1007
FAM83C	4	0.34806	0.49232	0.99917	9379	2	-0.18319	0.87554	0.87509	1.0	16627	0	-0.18319
CFL1	4	0.34809	0.49236	0.99917	9380	2	-0.10738	0.54681	0.64587	1.0	12245	1	-0.10738
ANKRD42	3	0.34813	0.45519	0.99917	9381	1	0.19805	0.17586	0.28305	1.0	6054	2	0.19805
PEX5	4	0.34818	0.49246	0.99917	9382	1	-0.10503	0.53538	0.64062	1.0	12150	1	-0.10503
ART4	4	0.34823	0.49251	0.99917	9383	2	-0.11789	0.7776	0.78371	1.0	14813	1	-0.11789
PA2G4	4	0.34833	0.49261	0.99917	9384	1	0.34717	0.10064	0.21646	1.0	4060	3	0.34717
EIF4EBP2	4	0.34837	0.49264	0.99917	9385	1	0.076376	0.44606	0.59328	1.0	11260	2	0.076376
DCLRE1A	4	0.3484	0.49269	0.99917	9386	2	-0.20695	0.061807	0.14494	0.994916	2775	1	-0.20695
BTBD7	4	0.34844	0.49272	0.99917	9387	1	0.12332	0.33168	0.47745	1.0	8992	1	0.12332
SH3BP5L	4	0.34852	0.49281	0.99917	9388	2	-0.21748	0.26853	0.41392	1.0	7798	1	-0.21748
UQCC1	4	0.34855	0.49284	0.99917	9389	2	-0.20173	0.78039	0.78591	1.0	14858	1	-0.20173
C1QTNF5	4	0.34888	0.49316	0.99917	9390	2	-0.04011	0.60914	0.67667	1.0	12819	1	-0.04011
IFNA21	4	0.3489	0.49318	0.99917	9391	2	-0.04186	0.41696	0.56386	1.0	10701	1	-0.04186
QPCTL	4	0.34893	0.49321	0.99917	9392	2	-0.25265	0.19083	0.3359	1.0	6331	1	-0.25265
FOXQ1	4	0.34895	0.49323	0.99917	9393	2	-0.056765	0.84624	0.84563	1.0	16048	0	-0.056765
PPP2R3B	4	0.34902	0.49331	0.99917	9394	2	-0.12871	0.81752	0.81782	1.0	15482	1	-0.12871
CALML6	4	0.34913	0.49341	0.99917	9395	1	-0.20571	0.71196	0.73628	1.0	13935	1	-0.20571
DEFB112	4	0.3492	0.49349	0.99917	9396	2	-0.054769	0.88082	0.88032	1.0	16725	0	-0.054769
TNRC18	4	0.34932	0.49362	0.99917	9397	2	-0.089821	0.9187	0.91852	1.0	17465	0	-0.089821
PURG	4	0.34938	0.49368	0.99917	9398	2	0.036243	0.045384	0.11324	0.991093	2181	2	0.036243
CCDC180	4	0.34939	0.4937	0.99917	9399	1	0.26156	0.088491	0.19462	1.0	3647	3	0.26156
POLR3GL	4	0.34941	0.49372	0.99917	9400	2	0.10659	0.14302	0.28763	1.0	5432	2	0.10659
EN2	4	0.34951	0.49382	0.99917	9401	1	-0.011976	0.63186	0.6888	1.0	13029	1	-0.011976
HADHB	4	0.34957	0.49388	0.99917	9402	2	-0.054329	0.43383	0.58101	1.0	11033	1	-0.054329
RTCB	4	0.34966	0.49397	0.99917	9403	1	0.36153	0.33175	0.47752	1.0	8994	2	0.36153
PITHD1	4	0.3497	0.494	0.99917	9404	1	-0.16426	0.90452	0.90419	1.0	17195	0	-0.16426
TMEM179	4	0.34992	0.49426	0.99917	9405	2	-0.070802	0.85321	0.85262	1.0	16174	0	-0.070802
OR2W3	4	0.34993	0.49427	0.99917	9406	1	-0.021627	0.87677	0.87633	1.0	16652	0	-0.021627
FAM132A	4	0.35008	0.49442	0.99917	9407	1	0.56719	0.012795	0.042202	0.967025	826	3	0.56719
RRAGD	4	0.35016	0.49451	0.99917	9408	2	-0.13717	0.89248	0.89215	1.0	16935	0	-0.13717
TRIM8	4	0.35023	0.49457	0.99917	9409	2	-0.17911	0.77096	0.77854	1.0	14704	1	-0.17911
PECR	4	0.35027	0.49462	0.99917	9410	1	0.16408	0.025488	0.073342	0.967025	1442	2	0.16408
CNN2	4	0.35031	0.49466	0.99917	9411	1	-0.032176	0.69569	0.72591	1.0	13731	1	-0.032176
C19orf12	4	0.35034	0.4947	0.99917	9412	1	0.30088	0.097785	0.21139	1.0	3951	3	0.30088
MSH3	4	0.35035	0.4947	0.99917	9413	2	0.052488	0.050816	0.12385	0.991161	2377	2	0.052488
LSM14B	4	0.35055	0.49492	0.99917	9414	2	-0.15717	0.96131	0.96124	1.0	18333	0	-0.15717
ZNF14	4	0.35057	0.49496	0.99917	9415	1	0.16689	0.037245	0.097182	0.989852	1872	1	0.16689
PLXNA1	4	0.35066	0.49505	0.99917	9416	2	0.17802	0.077354	0.1742	1.0	3273	2	0.17802
C17orf70	4	0.35078	0.49518	0.99917	9417	1	0.48261	0.065415	0.15185	1.0	2900	3	0.48261
BTNL2	4	0.35082	0.49523	0.99917	9418	2	-0.12285	0.70165	0.72962	1.0	13808	1	-0.12285
TUBB4B	4	0.35084	0.49524	0.99917	9419	1	-0.10278	0.096306	0.20879	1.0	3907	1	-0.10278
USP24	3	0.35085	0.45669	0.99917	9420	1	0.42045	0.15273	0.25345	1.0	5606	2	0.42045
GBE1	4	0.35103	0.49543	0.99917	9421	1	-0.032118	0.84651	0.84588	1.0	16053	0	-0.032118
GLI1	4	0.35106	0.49546	0.99917	9422	2	0.096557	0.13671	0.27898	1.0	5253	2	0.096557
WNK1	4	0.35107	0.49547	0.99917	9423	1	0.37974	0.12254	0.25471	1.0	4765	2	0.37974
FKBP6	4	0.35111	0.49553	0.99917	9424	2	0.10959	0.37628	0.52262	1.0	9865	2	0.10959
GTF2H4	4	0.35124	0.49564	0.99917	9425	2	-0.17882	0.14961	0.29431	1.0	5556	1	-0.17882
OR56A1	4	0.35126	0.49565	0.99917	9426	1	-0.049118	0.88166	0.88121	1.0	16742	0	-0.049118
DOK7	4	0.3513	0.4957	0.99917	9427	2	-0.21576	0.89828	0.89798	1.0	17048	0	-0.21576
ZNF555	4	0.35135	0.49575	0.99917	9428	1	0.27842	0.11568	0.24285	1.0	4552	3	0.27842
PAOX	4	0.3515	0.4959	0.99917	9429	2	0.088091	0.088299	0.19425	1.0	3643	2	0.088091
KRTAP7-1	4	0.3516	0.49601	0.99917	9430	1	-0.034061	0.89521	0.89491	1.0	16998	0	-0.034061
BZW1	4	0.35171	0.49612	0.99917	9431	2	-0.21864	0.97908	0.97913	1.0	18691	0	-0.21864
GLB1L3	4	0.35175	0.49615	0.99917	9432	1	0.02659	0.6964	0.72634	1.0	13743	1	0.02659
UGDH	4	0.35177	0.49617	0.99917	9433	2	-0.12795	0.61424	0.67939	1.0	12871	1	-0.12795
APC	4	0.35179	0.49618	0.99917	9434	1	0.43473	0.039896	0.10248	0.990382	1959	2	0.43473
CATSPER3	4	0.3518	0.49619	0.99917	9435	2	-0.094108	0.57729	0.66048	1.0	12517	1	-0.094108
LIN52	4	0.35184	0.49624	0.99917	9436	1	-0.18336	0.94037	0.94031	1.0	17921	0	-0.18336
KCND2	4	0.35189	0.49629	0.99917	9437	2	-0.15288	0.38047	0.52689	1.0	9944	1	-0.15288
SLC22A24	4	0.35201	0.49641	0.99917	9438	2	-0.10271	0.91403	0.91383	1.0	17373	0	-0.10271
RPRML	4	0.35201	0.49642	0.99917	9439	1	0.24689	0.036531	0.095749	0.989217	1840	2	0.24689
ADAM32	4	0.35203	0.49643	0.99917	9440	2	-0.074438	0.69874	0.7278	1.0	13768	1	-0.074438
RFFL	4	0.3521	0.49651	0.99917	9441	2	-0.10359	0.16056	0.3053	1.0	5748	1	-0.10359
C5orf34	4	0.35219	0.49661	0.99917	9442	2	0.18798	0.1663	0.3111	1.0	5857	2	0.18798
NAT8	4	0.35222	0.49663	0.99917	9443	2	-0.1245	0.7169	0.73955	1.0	13995	1	-0.1245
GPR183	4	0.35224	0.49666	0.99917	9444	2	-0.25326	0.87269	0.87229	1.0	16582	0	-0.25326
HERC6	4	0.35233	0.49675	0.99917	9445	2	-0.17515	0.95553	0.95543	1.0	18217	0	-0.17515
IL1RL2	4	0.3524	0.49681	0.99917	9446	2	-0.22512	0.95624	0.95617	1.0	18231	0	-0.22512
FDXR	4	0.35244	0.49685	0.99917	9447	2	-0.087855	0.1081	0.22963	1.0	4297	1	-0.087855
ACTL6A	4	0.35249	0.49691	0.99917	9448	2	-0.19984	0.34191	0.48786	1.0	9196	1	-0.19984
FAM83D	4	0.35252	0.49693	0.99917	9449	2	-0.15914	0.93685	0.93678	1.0	17846	0	-0.15914
FAM47E-STBD1	4	0.35261	0.49703	0.99917	9450	2	-0.12928	0.92754	0.92731	1.0	17646	0	-0.12928
SERPINA10	4	0.35263	0.49705	0.99917	9451	2	-0.16459	0.46204	0.60929	1.0	11551	1	-0.16459
NTN1	4	0.3527	0.49711	0.99917	9452	1	0.50693	0.037411	0.097513	0.989852	1877	3	0.50693
HHIPL2	4	0.35296	0.49738	0.99917	9453	1	0.082576	0.53445	0.64022	1.0	12140	1	0.082576
DDR2	4	0.353	0.49742	0.99917	9454	1	0.15946	0.11475	0.24128	1.0	4516	2	0.15946
LAMP1	4	0.35304	0.49746	0.99917	9455	2	0.16369	0.065142	0.15133	1.0	2889	2	0.16369
RAB3GAP2	4	0.35311	0.49754	0.99917	9456	2	0.036719	0.34352	0.48948	1.0	9226	2	0.036719
CHST6	4	0.35312	0.49755	0.99917	9457	2	-0.23777	0.70808	0.7338	1.0	13879	1	-0.23777
CDYL	4	0.35314	0.49758	0.99917	9458	2	-0.12871	0.76729	0.7757	1.0	14662	1	-0.12871
ALG10	4	0.35317	0.4976	0.99917	9459	2	0.1928	0.026432	0.075259	0.969247	1483	2	0.1928
TAS2R43	4	0.35321	0.49766	0.99917	9460	2	0.053959	0.37196	0.51823	1.0	9764	2	0.053959
SPDEF	4	0.35333	0.49779	0.99917	9461	2	-0.076961	0.14339	0.28801	1.0	5439	1	-0.076961
MFSD6L	4	0.35342	0.49789	0.99917	9462	2	-0.11133	0.87595	0.87551	1.0	16637	0	-0.11133
RNASE13	4	0.35347	0.49794	0.99917	9463	2	-0.042851	0.77592	0.78239	1.0	14783	1	-0.042851
CALHM1	4	0.35351	0.49799	0.99917	9464	2	-0.064138	0.51146	0.62998	1.0	11957	1	-0.064138
SERPINE3	4	0.35357	0.49804	0.99917	9465	1	0.061584	0.78389	0.78879	1.0	14916	1	0.061584
UPRT	4	0.3537	0.49816	0.99917	9466	2	-0.19197	0.77876	0.78461	1.0	14834	1	-0.19197
CDKN1A	4	0.35372	0.49819	0.99917	9467	2	0.1541	0.075367	0.17045	1.0	3213	2	0.1541
PALMD	4	0.35377	0.49822	0.99917	9468	2	-0.19307	0.83951	0.83882	1.0	15918	0	-0.19307
PDK3	4	0.35379	0.49824	0.99917	9469	2	-0.18816	0.69851	0.72766	1.0	13767	1	-0.18816
MBOAT1	4	0.35387	0.49832	0.99917	9470	1	-0.062778	0.90235	0.90197	1.0	17144	0	-0.062778
ZNF124	4	0.35395	0.49841	0.99917	9471	2	-0.06477	0.47972	0.61659	1.0	11686	1	-0.06477
APLP1	4	0.35398	0.49844	0.99917	9472	1	0.28029	0.12703	0.26239	1.0	4929	3	0.28029
FAM200A	4	0.35402	0.49848	0.99917	9473	2	0.21503	0.034557	0.091776	0.989217	1768	2	0.21503
SH3RF2	4	0.35417	0.49863	0.99917	9474	2	-0.13573	0.30817	0.45373	1.0	8556	1	-0.13573
ORC1	4	0.35429	0.49875	0.99917	9475	1	-0.12706	0.71012	0.7351	1.0	13913	1	-0.12706
FZR1	4	0.35437	0.49883	0.99917	9476	2	-0.16197	0.88716	0.88682	1.0	16829	0	-0.16197
SPINK7	3	0.35442	0.4587	0.99917	9477	1	0.28572	0.13171	0.22646	1.0	5089	2	0.28572
NTPCR	4	0.35443	0.49889	0.99917	9478	2	-0.29531	0.68862	0.72155	1.0	13647	1	-0.29531
CPQ	4	0.35446	0.49891	0.99917	9479	1	0.054495	0.31347	0.45911	1.0	8653	2	0.054495
PRDM9	4	0.35446	0.49892	0.99917	9480	2	0.03472	0.27741	0.42287	1.0	7979	2	0.03472
STK32A	4	0.35458	0.49904	0.99917	9481	2	-0.19991	0.80414	0.80585	1.0	15258	1	-0.19991
ZIK1	4	0.35467	0.49912	0.99917	9482	1	0.47065	0.018706	0.059151	0.967025	1148	3	0.47065
OSTF1	4	0.35467	0.49913	0.99917	9483	2	-0.023306	0.39139	0.5379	1.0	10171	2	-0.023306
SYS1	4	0.3547	0.49916	0.99917	9484	1	-0.12377	0.70881	0.73426	1.0	13893	1	-0.12377
USP10	4	0.35472	0.49917	0.99917	9485	2	-0.04021	0.40105	0.5478	1.0	10392	2	-0.04021
CD38	4	0.35475	0.49922	0.99917	9486	2	-0.13035	0.48085	0.61706	1.0	11694	1	-0.13035
DNAH3	4	0.35475	0.49922	0.99917	9487	2	-0.15088	0.79172	0.79519	1.0	15057	1	-0.15088
CDCP1	4	0.35479	0.49924	0.99917	9488	2	-0.18371	0.88014	0.87967	1.0	16711	0	-0.18371
CBWD1	3	0.35486	0.45896	0.99917	9489	1	0.22575	0.04491	0.10886	0.990382	2160	2	0.22575
ZBED9	4	0.35493	0.49939	0.99917	9490	2	0.0074176	0.4742	0.61427	1.0	11636	1	0.0074176
RGPD8	4	0.35495	0.49941	0.99917	9491	2	-0.021195	0.010694	0.035733	0.967025	700	1	-0.021195
MESP2	4	0.35497	0.49942	0.99917	9492	2	-0.12162	0.67754	0.71476	1.0	13502	1	-0.12162
E2F8	4	0.35507	0.4995	0.99917	9493	2	0.0016713	0.3758	0.52214	1.0	9854	2	0.0016713
LCN8	4	0.35515	0.49958	0.99917	9494	2	-0.11504	0.24191	0.38722	1.0	7311	1	-0.11504
SLC25A13	4	0.35532	0.49976	0.99917	9495	2	-0.075622	0.46087	0.60829	1.0	11532	1	-0.075622
APOM	4	0.35551	0.49994	0.99917	9496	2	-0.17107	0.75482	0.76629	1.0	14471	1	-0.17107
DBR1	4	0.35553	0.49997	0.99917	9497	1	0.59706	0.022385	0.066861	0.967025	1302	2	0.59706
MAP1B	4	0.35559	0.50002	0.99917	9498	2	-0.20341	0.58315	0.66341	1.0	12570	1	-0.20341
TBR1	4	0.35572	0.50015	0.99917	9499	2	-0.053982	0.09099	0.19918	1.0	3739	1	-0.053982
TRIM13	4	0.35574	0.50017	0.99917	9500	2	-0.083896	0.37212	0.51839	1.0	9765	2	-0.083896
BIN2	4	0.35579	0.50021	0.99917	9501	2	-0.17329	0.21205	0.35735	1.0	6750	1	-0.17329
HOXA13	4	0.35581	0.50023	0.99917	9502	2	-0.113	0.87112	0.87074	1.0	16543	0	-0.113
SLC16A2	4	0.35584	0.50026	0.99917	9503	2	-0.069417	0.63235	0.68908	1.0	13035	1	-0.069417
CAB39L	4	0.35587	0.5003	0.99917	9504	1	0.062076	0.33498	0.48074	1.0	9056	2	0.062076
PKMYT1	4	0.3559	0.50033	0.99917	9505	2	-0.079028	0.78902	0.79296	1.0	15010	1	-0.079028
KCNA2	4	0.35595	0.50038	0.99917	9506	2	-0.15512	0.95475	0.95461	1.0	18207	0	-0.15512
FAM120C	4	0.35609	0.50051	0.99917	9507	2	0.2047	0.034755	0.092163	0.989217	1770	2	0.2047
CDC42BPG	4	0.35613	0.50058	0.99917	9508	2	-0.038415	0.54794	0.64641	1.0	12258	1	-0.038415
SERPINB6	4	0.35625	0.5007	0.99917	9509	2	-0.16965	0.90062	0.90025	1.0	17103	0	-0.16965
DNAH10	4	0.35632	0.50077	0.99917	9510	2	0.0074354	0.21228	0.35757	1.0	6754	2	0.0074354
ARL4C	4	0.35633	0.50078	0.99917	9511	1	0.32776	0.088803	0.19517	1.0	3657	3	0.32776
CDKN3	4	0.35644	0.50089	0.99917	9512	2	0.042737	0.59184	0.66783	1.0	12650	1	0.042737
INAFM2	4	0.35644	0.50089	0.99917	9513	1	-0.083171	0.18244	0.32744	1.0	6181	1	-0.083171
