sgRNA	Gene	BM	CNS
BruLib60933	TLDC2	1.414213562373095	0.0
BruLib35194	MYEOV	1.414213562373095	0.0
BruLib41442	AIM1L	1.414213562373095	2.449489742783178
BruLib53376	FAM213A	1.414213562373095	0.0
BruLib12975	TBC1D25	1.414213562373095	2.449489742783178
BruLib35051	OR8G1	1.414213562373095	4.898979485566356
BruLib68315	SPDYE1	1.414213562373095	0.0
BruLib50050	CATSPERB	1.414213562373095	0.0
BruLib17223	TRA2B	1.414213562373095	2.449489742783178
BruLib19829	UBE2A	1.414213562373095	0.0
BruLib17341	SIAH2	1.414213562373095	0.0
BruLib56587	CGB5	1.414213562373095	0.0
BruLib7687	GRB2	2.82842712474619	0.0
BruLib21781	HYAL3	1.414213562373095	0.0
BruLib20636	ZNF91	1.414213562373095	4.898979485566356
BruLib31564	TNIK	1.414213562373095	0.0
BruLib38975	PPHLN1	1.414213562373095	0.0
BruLib66498	C8orf46	1.414213562373095	2.449489742783178
BruLib49913	MICALL2	1.414213562373095	0.0
BruLib68774	OR5F1	1.414213562373095	2.449489742783178
BruLib23924	SLC16A5	1.414213562373095	0.0
BruLib77245	Non-Targeting Control	1.414213562373095	0.0
BruLib47557	TOR3A	1.414213562373095	7.348469228349534
BruLib25016	SLC4A8	1.414213562373095	0.0
BruLib45240	THOC2	1.414213562373095	0.0
BruLib30909	PHLDA1	1.414213562373095	4.898979485566356
BruLib24951	ROCK2	1.414213562373095	0.0
BruLib17187	SFRP5	1.414213562373095	2.449489742783178
BruLib72673	C16orf74	2.82842712474619	2.449489742783178
BruLib703	ALX3	1.414213562373095	0.0
BruLib40331	ARL15	1.414213562373095	2.449489742783178
BruLib55933	ZNF765	1.414213562373095	0.0
BruLib8500	HMGCL	1.414213562373095	4.898979485566356
BruLib50539	PLEKHH3	1.414213562373095	0.0
BruLib29877	RAB35	1.414213562373095	0.0
BruLib8170	HARS	1.414213562373095	0.0
BruLib75715	GS1-259H13.2	1.414213562373095	0.0
BruLib45474	BIRC6	1.414213562373095	0.0
BruLib64928	DENND6A	1.414213562373095	0.0
BruLib64022	GIMAP7	1.414213562373095	0.0
BruLib16450	RPL41	1.414213562373095	4.898979485566356
BruLib24385	ZBTB22	2.82842712474619	26.944387170614956
BruLib9639	INPP5D	1.414213562373095	0.0
BruLib40856	DCAF16	1.414213562373095	2.449489742783178
BruLib42726	MED29	1.414213562373095	0.0
BruLib1694	BDKRB2	1.414213562373095	0.0
BruLib61401	PRIMA1	1.414213562373095	2.449489742783178
BruLib67847	TMEM150B	1.414213562373095	2.449489742783178
BruLib37446	NTM	1.414213562373095	0.0
BruLib13689	PEX12	2.82842712474619	2.449489742783178
BruLib1519	AUP1	1.414213562373095	4.898979485566356
BruLib47956	C16orf58	1.414213562373095	7.348469228349534
BruLib69545	NBPF7	1.414213562373095	0.0
BruLib60665	DCAF12L1	1.414213562373095	7.348469228349534
BruLib26790	PARP2	1.414213562373095	4.898979485566356
BruLib22034	IRS4	1.414213562373095	2.449489742783178
BruLib68049	RUFY4	1.414213562373095	4.898979485566356
BruLib20461	ZNF711	1.414213562373095	2.449489742783178
BruLib37574	FIS1	1.414213562373095	0.0
BruLib53185	RHBDD1	1.414213562373095	0.0
BruLib19122	TGM1	1.414213562373095	2.449489742783178
BruLib30974	FRMPD1	1.414213562373095	0.0
BruLib33291	CORO1C	1.414213562373095	4.898979485566356
BruLib24265	CCPG1	1.414213562373095	2.449489742783178
BruLib49509	MCPH1	1.414213562373095	7.348469228349534
BruLib58245	COLCA2	1.414213562373095	2.449489742783178
BruLib59927	ZPLD1	1.414213562373095	0.0
BruLib12052	MYH9	1.414213562373095	0.0
BruLib26232	MAGI2	1.414213562373095	0.0
BruLib69871	TUBB2B	2.82842712474619	4.898979485566356
BruLib65215	PLAC9	1.414213562373095	0.0
BruLib21829	PLA2G6	1.414213562373095	0.0
BruLib27531	SPRY2	1.414213562373095	0.0
BruLib71359	C5orf46	1.414213562373095	0.0
BruLib65487	GLYATL2	1.414213562373095	2.449489742783178
BruLib76209	TIMM23B	1.414213562373095	7.348469228349534
BruLib69243	CYP26C1	1.414213562373095	2.449489742783178
BruLib6304	FGFR2	1.414213562373095	2.449489742783178
BruLib3484	ABCC2	1.414213562373095	0.0
BruLib70324	SPEM1	1.414213562373095	4.898979485566356
BruLib28314	SEMA4F	1.414213562373095	0.0
BruLib16480	RPN1	1.414213562373095	0.0
BruLib20337	XK	1.414213562373095	0.0
BruLib52449	H2AFB3	1.414213562373095	0.0
BruLib65062	C9orf91	1.414213562373095	0.0
BruLib7893	GSTM2	1.414213562373095	0.0
BruLib75163	C20orf78	1.414213562373095	2.449489742783178
BruLib55695	KIFC2	1.414213562373095	2.449489742783178
BruLib13035	OMP	1.414213562373095	0.0
BruLib33544	IL17RA	1.414213562373095	2.449489742783178
BruLib27430	MFSD10	1.414213562373095	0.0
BruLib61153	EIF5AL1	1.414213562373095	2.449489742783178
BruLib70848	C11orf96	1.414213562373095	9.797958971132712
BruLib70895	SETD8	1.414213562373095	0.0
BruLib30682	TREX1	1.414213562373095	2.449489742783178
BruLib70207	ZBTB41	1.414213562373095	2.449489742783178
BruLib45375	ZNF304	1.414213562373095	0.0
BruLib47981	GAREM	1.414213562373095	0.0
BruLib45915	PREX1	1.414213562373095	0.0
BruLib23597	MPZL1	1.414213562373095	2.449489742783178
BruLib64746	LOC200726	1.414213562373095	0.0
BruLib9467	CXCR2	1.414213562373095	2.449489742783178
BruLib18002	SOX15	1.414213562373095	0.0
BruLib16079	RFX5	1.414213562373095	2.449489742783178
BruLib29415	ACTL7A	1.414213562373095	2.449489742783178
BruLib14365	POLR2B	1.414213562373095	2.449489742783178
BruLib33839	SULT4A1	1.414213562373095	17.146428199482244
BruLib7229	GLI4	1.414213562373095	0.0
BruLib75357	TSTD1	1.414213562373095	2.449489742783178
BruLib45816	NCEH1	1.414213562373095	7.348469228349534
BruLib50613	NAA25	1.414213562373095	4.898979485566356
BruLib46667	WIZ	1.414213562373095	2.449489742783178
BruLib67903	C1orf167	1.414213562373095	2.449489742783178
BruLib34095	MYRIP	1.414213562373095	4.898979485566356
BruLib47979	GAREM	1.414213562373095	0.0
BruLib37803	ZC2HC1A	1.414213562373095	2.449489742783178
BruLib68337	XKR6	1.414213562373095	0.0
BruLib76882	Non-Targeting Control	1.414213562373095	0.0
BruLib23358	CPNE1	1.414213562373095	2.449489742783178
BruLib23199	AKAP4	1.414213562373095	0.0
BruLib6047	ACSL3	1.414213562373095	0.0
BruLib67665	ENDOV	1.414213562373095	0.0
BruLib56905	MED8	1.414213562373095	2.449489742783178
BruLib55360	KIAA2013	1.414213562373095	0.0
BruLib23350	PRPF4B	1.414213562373095	0.0
BruLib75161	C20orf78	1.414213562373095	4.898979485566356
BruLib43909	PCDHGA11	1.414213562373095	0.0
BruLib18885	TCN2	1.414213562373095	0.0
BruLib38370	COA4	2.82842712474619	0.0
BruLib70083	LCE2C	1.414213562373095	4.898979485566356
BruLib67087	NAP1L5	1.414213562373095	0.0
BruLib45742	CGN	1.414213562373095	7.348469228349534
BruLib52165	ARHGAP24	1.414213562373095	4.898979485566356
BruLib54856	MICALL1	1.414213562373095	0.0
BruLib14831	PRKCE	1.414213562373095	0.0
BruLib21551	SNN	1.414213562373095	0.0
BruLib23639	BAZ1B	1.414213562373095	0.0
BruLib26260	SEC24D	1.414213562373095	4.898979485566356
BruLib14126	PLCL1	1.414213562373095	44.090815370097204
BruLib47498	OSGEPL1	1.414213562373095	0.0
BruLib30749	ECD	1.414213562373095	0.0
BruLib36272	ACAD9	1.414213562373095	2.449489742783178
BruLib20365	XRCC2	1.414213562373095	0.0
BruLib49815	CXorf36	2.82842712474619	4.898979485566356
BruLib18442	STX3	1.414213562373095	0.0
BruLib36185	CDH19	1.414213562373095	0.0
BruLib2325	CARS	1.414213562373095	0.0
BruLib17117	SEL1L	1.414213562373095	2.449489742783178
BruLib69309	OVCH1	1.414213562373095	0.0
BruLib76912	Non-Targeting Control	2.82842712474619	12.24744871391589
BruLib45710	HECW2	1.414213562373095	0.0
BruLib42879	DEPDC1	1.414213562373095	2.449489742783178
BruLib51963	KRTAP1-3	1.414213562373095	2.449489742783178
BruLib11676	MOCS2	1.414213562373095	0.0
BruLib34168	ZNF385A	1.414213562373095	0.0
BruLib10856	LTBR	1.414213562373095	0.0
BruLib6909	GATA2	1.414213562373095	4.898979485566356
BruLib39593	STX18	1.414213562373095	0.0
BruLib68726	RAB7B	1.414213562373095	2.449489742783178
BruLib74917	GATSL2	1.414213562373095	0.0
BruLib40477	LY6K	1.414213562373095	4.898979485566356
BruLib37612	ZNF593	1.414213562373095	2.449489742783178
BruLib20317	WRN	1.414213562373095	0.0
BruLib46991	PROK2	1.414213562373095	0.0
BruLib73961	MEIG1	1.414213562373095	0.0
BruLib34564	CHTOP	1.414213562373095	0.0
BruLib46532	SRPRB	1.414213562373095	19.595917942265423
BruLib1263	ASMT	1.414213562373095	0.0
BruLib22581	DYNLL1	1.414213562373095	0.0
BruLib63314	LDHAL6A	1.414213562373095	0.0
BruLib49802	BBS10	2.82842712474619	7.348469228349534
BruLib11521	MLF1	1.414213562373095	4.898979485566356
BruLib71024	C17orf82	1.414213562373095	7.348469228349534
BruLib21582	CDC45	1.414213562373095	0.0
BruLib17377	SIM1	1.414213562373095	2.449489742783178
BruLib30024	TMEM115	1.414213562373095	0.0
BruLib73657	ACOT6	1.414213562373095	0.0
BruLib66835	SUN3	1.414213562373095	0.0
BruLib22756	TNK1	1.414213562373095	9.797958971132712
BruLib64701	FOXD4L1	1.414213562373095	2.449489742783178
BruLib76017	APITD1-CORT	1.414213562373095	0.0
BruLib71655	OR5T1	1.414213562373095	2.449489742783178
BruLib18740	TBCA	1.414213562373095	0.0
BruLib55790	C12orf29	1.414213562373095	0.0
BruLib16318	RPL7	1.414213562373095	0.0
BruLib35245	OR4F4	1.414213562373095	0.0
BruLib49031	PLEKHF1	1.414213562373095	0.0
BruLib33044	CABIN1	1.414213562373095	0.0
BruLib33904	TECPR1	1.414213562373095	2.449489742783178
BruLib43733	LANCL2	1.414213562373095	2.449489742783178
BruLib49955	GSDMD	1.414213562373095	0.0
BruLib70070	LCE1E	1.414213562373095	0.0
BruLib50606	WWC2	1.414213562373095	0.0
BruLib70729	CEP85L	1.414213562373095	0.0
BruLib42604	DHTKD1	1.414213562373095	0.0
BruLib22015	TEAD2	1.414213562373095	7.348469228349534
BruLib73909	PIRT	2.82842712474619	0.0
BruLib5081	RCAN1	1.414213562373095	19.595917942265423
BruLib47588	ABCG8	1.414213562373095	0.0
BruLib38758	SCARA3	1.414213562373095	0.0
BruLib24685	SLC22A14	2.82842712474619	2.449489742783178
BruLib7272	GLUL	1.414213562373095	2.449489742783178
BruLib51077	FLAD1	1.414213562373095	0.0
BruLib14256	PML	1.414213562373095	0.0
BruLib580	ALAD	1.414213562373095	0.0
BruLib54125	CBX2	1.414213562373095	0.0
BruLib55429	CTU1	1.414213562373095	22.045407685048602
BruLib20780	ZNF185	1.414213562373095	0.0
BruLib64151	PWWP2B	1.414213562373095	2.449489742783178
BruLib46264	FAM160B1	1.414213562373095	0.0
BruLib25779	DOCK4	1.414213562373095	2.449489742783178
BruLib55560	STARD13	1.414213562373095	0.0
BruLib19772	TXK	1.414213562373095	0.0
BruLib8635	HOXA2	2.82842712474619	0.0
BruLib53996	CARD6	1.414213562373095	0.0
BruLib41234	ULK4	1.414213562373095	0.0
BruLib36143	CECR5	1.414213562373095	2.449489742783178
BruLib18904	TCP11	1.414213562373095	0.0
BruLib45760	KIAA1324	1.414213562373095	2.449489742783178
BruLib51035	ITPKC	1.414213562373095	2.449489742783178
BruLib47429	FN3K	1.414213562373095	24.49489742783178
BruLib21936	NSMAF	1.414213562373095	0.0
BruLib4680	DEFA1	1.414213562373095	0.0
BruLib18217	SRP72	1.414213562373095	2.449489742783178
BruLib23054	GALR2	1.414213562373095	2.449489742783178
BruLib62484	CCDC140	1.414213562373095	2.449489742783178
BruLib72252	ZNF772	1.414213562373095	0.0
BruLib37640	WDPCP	1.414213562373095	2.449489742783178
BruLib19410	TNNT2	1.414213562373095	2.449489742783178
BruLib31993	DIP2A	1.414213562373095	0.0
BruLib38730	POLK	1.414213562373095	7.348469228349534
BruLib58818	HEXIM2	1.414213562373095	2.449489742783178
BruLib44281	CHST7	1.414213562373095	2.449489742783178
BruLib52393	SH3BGRL2	1.414213562373095	4.898979485566356
BruLib47119	SLC17A9	1.414213562373095	0.0
BruLib19173	THRSP	1.414213562373095	9.797958971132712
BruLib40518	GRAMD1C	1.414213562373095	0.0
BruLib2550	CD2	1.414213562373095	0.0
BruLib5949	F2RL2	1.414213562373095	0.0
BruLib13804	PGF	1.414213562373095	0.0
BruLib2811	CDC25B	1.414213562373095	66.1362230551458
BruLib29003	YME1L1	1.414213562373095	0.0
BruLib33983	POLR1A	1.414213562373095	0.0
BruLib36399	MED4	1.414213562373095	2.449489742783178
BruLib70044	ZNF429	1.414213562373095	0.0
BruLib25712	FAM131B	1.414213562373095	0.0
BruLib63985	C6orf118	1.414213562373095	2.449489742783178
BruLib38587	HOOK1	1.414213562373095	2.449489742783178
BruLib14647	PPP2R5B	1.414213562373095	0.0
BruLib5907	EXTL1	1.414213562373095	0.0
BruLib16127	RHAG	1.414213562373095	4.898979485566356
BruLib55088	RSPH1	1.414213562373095	0.0
BruLib36855	PNMA3	1.414213562373095	0.0
BruLib18230	SRPR	1.414213562373095	0.0
BruLib42241	TBC1D19	1.414213562373095	0.0
BruLib3981	CRYGD	1.414213562373095	2.449489742783178
BruLib2348	CASP5	1.414213562373095	0.0
BruLib45027	INTS12	1.414213562373095	0.0
BruLib9965	KCNA7	1.414213562373095	2.449489742783178
BruLib23823	TMSB4Y	1.414213562373095	2.449489742783178
BruLib55818	ANKRD40	1.414213562373095	0.0
BruLib61056	ZNF280B	1.414213562373095	12.24744871391589
BruLib36561	C11orf21	1.414213562373095	4.898979485566356
BruLib6843	GALNS	1.414213562373095	0.0
BruLib3798	CLDN7	1.414213562373095	0.0
BruLib10058	KCNJ11	1.414213562373095	4.898979485566356
BruLib49549	PPP1R3B	2.82842712474619	4.898979485566356
BruLib60207	OR2Y1	1.414213562373095	0.0
BruLib61607	ZNF688	1.414213562373095	2.449489742783178
BruLib16540	RPS8	1.414213562373095	0.0
BruLib42357	DRAM1	1.414213562373095	0.0
BruLib51982	ZNF611	1.414213562373095	0.0
BruLib69452	ZNF284	1.414213562373095	0.0
BruLib33384	LRRC6	1.414213562373095	2.449489742783178
BruLib12483	NF1	1.414213562373095	2.449489742783178
BruLib72557	SOHLH1	1.414213562373095	0.0
BruLib75720	LOC100289561	2.82842712474619	0.0
BruLib49765	LIN28A	1.414213562373095	0.0
BruLib39716	A4GALT	1.414213562373095	4.898979485566356
BruLib69252	NANOS1	2.82842712474619	0.0
BruLib75444	CLDN24	1.414213562373095	2.449489742783178
BruLib60725	MAGEE2	1.414213562373095	4.898979485566356
BruLib26773	TROAP	1.414213562373095	2.449489742783178
BruLib51739	GFOD2	1.414213562373095	2.449489742783178
BruLib52989	FAM175A	1.414213562373095	2.449489742783178
BruLib21922	SDPR	2.82842712474619	9.797958971132712
BruLib58355	ZNF641	2.82842712474619	2.449489742783178
BruLib17133	SELPLG	1.414213562373095	0.0
BruLib3177	CHM	1.414213562373095	2.449489742783178
BruLib39303	LSM8	1.414213562373095	0.0
BruLib33825	BACE2	1.414213562373095	4.898979485566356
BruLib27270	RBM6	1.414213562373095	2.449489742783178
BruLib43956	PCDHB13	1.414213562373095	2.449489742783178
BruLib48810	NOC4L	1.414213562373095	2.449489742783178
BruLib76147	MINOS1-NBL1	1.414213562373095	4.898979485566356
BruLib45005	REXO4	1.414213562373095	0.0
BruLib32545	UBR4	1.414213562373095	0.0
BruLib23787	DIRAS3	2.82842712474619	36.74234614174767
BruLib9333	IGFBP7	1.414213562373095	0.0
BruLib25862	STARD8	1.414213562373095	2.449489742783178
BruLib8978	HSPD1	1.414213562373095	0.0
BruLib20460	ZNF3	1.414213562373095	0.0
BruLib58410	BTBD11	1.414213562373095	4.898979485566356
BruLib46068	DPP10	1.414213562373095	4.898979485566356
BruLib29931	B4GAT1	1.414213562373095	2.449489742783178
BruLib43936	PCDHGA3	1.414213562373095	0.0
BruLib26804	HMGXB4	1.414213562373095	0.0
BruLib29558	FASTK	1.414213562373095	0.0
BruLib63958	ZNF366	1.414213562373095	0.0
BruLib47538	TFB2M	1.414213562373095	0.0
BruLib63083	CAMSAP1	1.414213562373095	0.0
BruLib59713	CMPK2	1.414213562373095	4.898979485566356
BruLib64875	TRIM65	1.414213562373095	0.0
BruLib20165	VIPR1	1.414213562373095	2.449489742783178
BruLib24478	TRIP11	4.242640687119285	4.898979485566356
BruLib45723	CASKIN1	1.414213562373095	2.449489742783178
BruLib55884	UBXN11	1.414213562373095	0.0
BruLib5538	EML1	1.414213562373095	1702.3953712343086
BruLib35935	RND1	1.414213562373095	0.0
BruLib5768	ERCC5	1.414213562373095	0.0
BruLib39524	BCL11A	1.414213562373095	2.449489742783178
BruLib4290	CX3CR1	1.414213562373095	0.0
BruLib22436	PPAP2A	1.414213562373095	0.0
BruLib50800	CENPT	1.414213562373095	0.0
BruLib8562	ONECUT1	1.414213562373095	2.449489742783178
BruLib72908	GOLGA8B	1.414213562373095	0.0
BruLib51451	PRRT1	1.414213562373095	2.449489742783178
BruLib6685	FYN	1.414213562373095	0.0
BruLib73206	PRAMEF7	1.414213562373095	0.0
BruLib5041	DRD4	1.414213562373095	0.0
BruLib4040	CSH1	1.414213562373095	2.449489742783178
BruLib42783	CCDC132	1.414213562373095	0.0
BruLib76239	CYP3A7-CYP3A51P	1.414213562373095	0.0
BruLib72247	ZNF880	1.414213562373095	0.0
BruLib9040	HTR2B	1.414213562373095	0.0
BruLib52150	APH1B	1.414213562373095	2.449489742783178
BruLib71897	PRAMEF12	1.414213562373095	0.0
BruLib9948	KCNA2	1.414213562373095	7.348469228349534
BruLib37480	TMED5	1.414213562373095	0.0
BruLib58909	KRT222	1.414213562373095	0.0
BruLib3212	CHRM4	1.414213562373095	4.898979485566356
BruLib38113	NIN	1.414213562373095	2.449489742783178
BruLib10560	LDHB	1.414213562373095	0.0
BruLib35256	OR4D1	1.414213562373095	0.0
BruLib72381	C5orf63	1.414213562373095	0.0
BruLib25179	CXCL14	1.414213562373095	0.0
BruLib3131	CHD3	1.414213562373095	2.449489742783178
BruLib2528	CCT6A	2.82842712474619	0.0
BruLib9504	IL12RB1	2.82842712474619	2.449489742783178
BruLib20366	XRCC2	1.414213562373095	7.348469228349534
BruLib22936	NAPG	1.414213562373095	0.0
BruLib3396	CLK2	1.414213562373095	0.0
BruLib76528	Non-Targeting Control	1.414213562373095	2.449489742783178
BruLib55724	CCDC34	1.414213562373095	4.898979485566356
BruLib54984	DIXDC1	1.414213562373095	2.449489742783178
BruLib6730	GABPA	1.414213562373095	4.898979485566356
BruLib77073	Non-Targeting Control	1.414213562373095	2.449489742783178
BruLib49125	IRX1	1.414213562373095	0.0
BruLib53742	ZC3H8	1.414213562373095	4.898979485566356
BruLib56642	CGB7	1.414213562373095	12.24744871391589
BruLib44978	ANO2	2.82842712474619	2.449489742783178
BruLib43232	NUP133	1.414213562373095	4.898979485566356
BruLib52555	TMEM120A	1.414213562373095	0.0
BruLib28626	USP16	1.414213562373095	0.0
BruLib46323	PPP4R4	1.414213562373095	4.898979485566356
BruLib52107	CCDC70	1.414213562373095	2.449489742783178
BruLib10820	LSP1	1.414213562373095	2.449489742783178
BruLib3107	CHAD	1.414213562373095	0.0
BruLib45528	TBC1D24	1.414213562373095	0.0
BruLib44725	WDR93	1.414213562373095	4.898979485566356
BruLib59666	EMID1	1.414213562373095	0.0
BruLib70386	IGFL1	1.414213562373095	0.0
BruLib34121	PTPN23	1.414213562373095	4.898979485566356
BruLib8677	HOXB1	1.414213562373095	4.898979485566356
BruLib17023	CCL21	1.414213562373095	0.0
BruLib29949	SLC35D2	1.414213562373095	0.0
BruLib246	ACYP1	1.414213562373095	0.0
BruLib59350	ZNF684	1.414213562373095	3610.5478808624043
BruLib40006	ZFAND6	1.414213562373095	0.0
BruLib61070	RBBP8NL	1.414213562373095	0.0
BruLib28557	GNLY	1.414213562373095	0.0
BruLib5314	EEF1B2	1.414213562373095	0.0
BruLib39339	GPRC5B	2.82842712474619	4.898979485566356
BruLib52217	RILP	1.414213562373095	0.0
BruLib47579	PDLIM2	1.414213562373095	2.449489742783178
BruLib22741	B3GALT2	1.414213562373095	2.449489742783178
BruLib57334	C1QTNF3	1.414213562373095	2.449489742783178
BruLib20292	WNT8B	1.414213562373095	0.0
BruLib71	AOC1	1.414213562373095	2.449489742783178
BruLib65315	MED19	1.414213562373095	2.449489742783178
BruLib46017	ISLR2	1.414213562373095	4.898979485566356
BruLib7472	GPD2	1.414213562373095	0.0
BruLib19115	TGFBR3	1.414213562373095	4.898979485566356
BruLib7138	GIPR	1.414213562373095	4.898979485566356
BruLib24858	AIM2	1.414213562373095	0.0
BruLib27217	WASF2	2.82842712474619	0.0
BruLib1836	BNIP3L	1.414213562373095	0.0
BruLib19370	TNFAIP2	1.414213562373095	0.0
BruLib5069	DSC2	2.82842712474619	0.0
BruLib14349	POLE2	1.414213562373095	0.0
BruLib48028	FNDC3B	1.414213562373095	0.0
BruLib42756	CDKN2AIP	1.414213562373095	0.0
BruLib6604	FSHR	1.414213562373095	0.0
BruLib42461	HEMGN	1.414213562373095	0.0
BruLib69352	OR6S1	1.414213562373095	0.0
BruLib59821	KCTD18	1.414213562373095	0.0
BruLib10912	LYZ	1.414213562373095	0.0
BruLib62385	ANKAR	1.414213562373095	2.449489742783178
BruLib50054	ARHGAP28	1.414213562373095	0.0
BruLib22979	FBP2	1.414213562373095	2.449489742783178
BruLib1012	FASLG	1.414213562373095	0.0
BruLib1352	ATP1B1	1.414213562373095	2.449489742783178
BruLib69516	OR2W3	1.414213562373095	0.0
BruLib25960	MATR3	1.414213562373095	0.0
BruLib18674	TAF12	1.414213562373095	0.0
BruLib11526	MLH1	1.414213562373095	2.449489742783178
BruLib40617	AHI1	1.414213562373095	7.348469228349534
BruLib71766	OR6C70	1.414213562373095	2.449489742783178
BruLib16639	RRBP1	1.414213562373095	4.898979485566356
BruLib6005	FABP2	1.414213562373095	2.449489742783178
BruLib35973	ADAMDEC1	1.414213562373095	7.348469228349534
BruLib30210	ZWINT	1.414213562373095	0.0
BruLib23555	LIMD1	1.414213562373095	2.449489742783178
BruLib72592	OR2T27	1.414213562373095	0.0
BruLib594	ALCAM	2.82842712474619	0.0
BruLib17104	SEC13	1.414213562373095	2.449489742783178
BruLib38752	ANAPC7	1.414213562373095	0.0
BruLib31576	FNBP1	1.414213562373095	2.449489742783178
BruLib6991	GCKR	1.414213562373095	0.0
BruLib34949	CLDN17	1.414213562373095	2.449489742783178
BruLib17566	SLC7A2	1.414213562373095	0.0
BruLib17827	SNAPC1	1.414213562373095	4.898979485566356
BruLib54434	ARHGEF39	1.414213562373095	0.0
BruLib55514	MLIP	1.414213562373095	0.0
BruLib11552	MLLT1	1.414213562373095	0.0
BruLib39882	TERF2IP	1.414213562373095	0.0
BruLib55830	BTF3L4	1.414213562373095	0.0
BruLib24575	SLIT2	1.414213562373095	2.449489742783178
BruLib1574	ADGRB2	1.414213562373095	4.898979485566356
BruLib59194	TCHHL1	1.414213562373095	0.0
BruLib33412	ARFIP2	1.414213562373095	4.898979485566356
BruLib13541	PDE6G	1.414213562373095	0.0
BruLib30519	RPL35	1.414213562373095	0.0
BruLib71908	LOC391003	1.414213562373095	0.0
BruLib50794	ZC3H12A	1.414213562373095	0.0
BruLib77246	Non-Targeting Control	1.414213562373095	0.0
BruLib14627	PPP2R2B	1.414213562373095	4.898979485566356
BruLib48755	SPATA5L1	1.414213562373095	2.449489742783178
BruLib63689	DENND1B	1.414213562373095	0.0
BruLib31489	TMCC1	1.414213562373095	2.449489742783178
BruLib62415	TCF23	1.414213562373095	2.449489742783178
BruLib33124	LILRA4	1.414213562373095	4.898979485566356
BruLib29316	PPP1R13L	1.414213562373095	0.0
BruLib17616	SLC12A1	1.414213562373095	0.0
BruLib77229	Non-Targeting Control	1.414213562373095	2.449489742783178
BruLib39348	CYB5R1	1.414213562373095	4.898979485566356
BruLib61072	RBBP8NL	1.414213562373095	0.0
BruLib25852	SNPH	1.414213562373095	0.0
BruLib74870	PRR20E	1.414213562373095	2.449489742783178
BruLib27990	BASP1	1.414213562373095	2.449489742783178
BruLib74080	LACTBL1	1.414213562373095	0.0
BruLib67286	RCOR2	1.414213562373095	0.0
BruLib70165	ZNF233	1.414213562373095	0.0
BruLib25506	SOCS5	1.414213562373095	0.0
BruLib13587	PDGFRB	1.414213562373095	0.0
BruLib37112	NT5C	1.414213562373095	0.0
BruLib64517	WDR90	1.414213562373095	0.0
BruLib44883	TWSG1	1.414213562373095	0.0
BruLib6943	GBP1	1.414213562373095	0.0
BruLib41434	ATG16L1	1.414213562373095	7.348469228349534
BruLib14321	Sep-04	1.414213562373095	0.0
BruLib16538	RPS8	1.414213562373095	2.449489742783178
BruLib71645	OR8H3	1.414213562373095	0.0
BruLib58579	SLC24A4	1.414213562373095	0.0
BruLib11545	KMT2A	1.414213562373095	0.0
BruLib61442	CEP128	1.414213562373095	0.0
BruLib35137	DAZAP1	1.414213562373095	0.0
BruLib19228	TK1	1.414213562373095	0.0
BruLib71064	BLOC1S3	1.414213562373095	0.0
BruLib76677	Non-Targeting Control	1.414213562373095	0.0
BruLib51861	C6orf62	1.414213562373095	0.0
BruLib27609	PRSS16	1.414213562373095	0.0
BruLib12011	GADD45B	1.414213562373095	7.348469228349534
BruLib43370	FGD6	1.414213562373095	0.0
BruLib35939	SPINK4	1.414213562373095	2.449489742783178
BruLib34942	FGF20	1.414213562373095	0.0
BruLib23547	ATP6V0E1	1.414213562373095	0.0
BruLib71753	OR6C1	1.414213562373095	0.0
BruLib60724	UPRT	1.414213562373095	0.0
BruLib70844	FIBIN	1.414213562373095	2.449489742783178
BruLib56107	TTC30A	1.414213562373095	2.449489742783178
BruLib21179	BRD3	1.414213562373095	0.0
BruLib15270	PSMD10	1.414213562373095	9.797958971132712
BruLib19133	TH	1.414213562373095	0.0
BruLib29771	IMMT	1.414213562373095	0.0
BruLib38032	HSD17B14	1.414213562373095	4.898979485566356
BruLib51008	FAM214B	1.414213562373095	0.0
BruLib43668	LENEP	1.414213562373095	0.0
BruLib40449	TMED9	1.414213562373095	0.0
BruLib62736	TRMT44	1.414213562373095	0.0
BruLib69412	KRT27	1.414213562373095	2.449489742783178
BruLib41557	EBLN2	1.414213562373095	0.0
BruLib12908	ROR1	1.414213562373095	0.0
BruLib36948	A1CF	1.414213562373095	0.0
BruLib27469	DCAF7	1.414213562373095	4.898979485566356
BruLib4261	CTSL	1.414213562373095	0.0
BruLib3162	CHI3L2	1.414213562373095	2.449489742783178
BruLib39498	SIX4	1.414213562373095	0.0
BruLib68553	HIST2H2AB	1.414213562373095	0.0
BruLib45207	ZMIZ1	1.414213562373095	2.449489742783178
BruLib13195	P2RY1	1.414213562373095	2.449489742783178
BruLib70650	IL31	1.414213562373095	0.0
BruLib44900	CHRNA10	1.414213562373095	2.449489742783178
BruLib72155	COLCA1	1.414213562373095	0.0
BruLib7862	GSPT1	1.414213562373095	4.898979485566356
BruLib24119	ZW10	1.414213562373095	2.449489742783178
BruLib37424	PARD6A	1.414213562373095	2.449489742783178
BruLib57986	PARD3B	1.414213562373095	0.0
BruLib32589	ARHGEF12	1.414213562373095	0.0
BruLib11318	MEF2BNB-MEF2B	1.414213562373095	0.0
BruLib67570	TSEN54	1.414213562373095	0.0
BruLib77440	Non-Targeting Control	1.414213562373095	31.843366656181313
