id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
RABEP2	4	0.33554	0.4768	0.924693	7454	1	-0.48486	0.35658	0.35595	0.915138	6297	0	-0.48486
CASP14	3	0.33571	0.43562	0.924693	7455	1	0.027018	0.28159	0.2813	0.915138	5062	0	0.027018
KCTD2	3	0.33571	0.43562	0.924693	7456	1	-0.98997	0.68195	0.68195	0.923281	11814	0	-0.98997
RCN2	3	0.33571	0.43562	0.924693	7457	1	-0.98997	0.28159	0.2813	0.915138	4070	0	-0.98997
DAG1	4	0.33585	0.47714	0.924693	7458	2	-0.3435	0.35658	0.35595	0.915138	6834	0	-0.3435
LIN7B	3	0.33644	0.43604	0.924693	7459	1	0.020264	0.68195	0.68195	0.923281	11758	0	0.020264
PAPOLB	4	0.33658	0.47792	0.924693	7460	1	0.31444	0.35658	0.35595	0.915138	6627	0	0.31444
CA13	3	0.33663	0.43616	0.924693	7461	1	-0.98997	0.0040669	0.0078852	0.857091	152	1	-0.98997
UBE2D1	3	0.33715	0.43645	0.924693	7462	1	0.020264	0.68195	0.68195	0.923281	13440	0	0.020264
SIRT6	3	0.33734	0.43656	0.924693	7463	1	0.020264	0.13107	0.13122	0.915138	2243	1	0.020264
PTPN7	3	0.33772	0.43679	0.924693	7464	1	0.020264	0.68195	0.68195	0.923281	12051	0	0.020264
PPP2R5D	1	0.33795	0.33814	0.924693	7465	1	-0.51787	0.66205	0.66216	0.923281	10926	0	-0.51787
IRX5	3	0.33796	0.43693	0.924693	7466	1	0.020264	0.28159	0.2813	0.915138	4745	0	0.020264
C14orf166	3	0.33824	0.43711	0.924693	7467	1	0.020264	0.68195	0.68195	0.923281	11723	0	0.020264
EIF4G3	3	0.33836	0.43717	0.924693	7468	1	0.020264	0.28159	0.2813	0.915138	4724	0	0.020264
DTX3L	3	0.33836	0.43717	0.924693	7469	1	0.020264	0.28159	0.2813	0.915138	4106	0	0.020264
PNPLA7	1	0.33839	0.33858	0.924693	7470	1	-0.38042	0.66161	0.66175	0.923281	10925	0	-0.38042
TNFAIP2	3	0.33847	0.43725	0.924693	7471	1	-0.98997	0.91368	0.91376	0.97872	16465	0	-0.98997
C17orf80	4	0.33853	0.47998	0.924693	7472	1	0.017691	0.011806	0.022143	0.901958	360	2	0.017691
MZT2A	4	0.33853	0.47998	0.924693	7473	1	1.0254	0.0003699	0.001042	0.713335	17	3	1.0254
UHMK1	4	0.33853	0.47998	0.924693	7474	1	-0.48486	0.7829	0.78269	0.923281	14322	0	-0.48486
MAGI1	4	0.33853	0.47998	0.924693	7475	1	-0.98997	0.7829	0.78269	0.923281	14515	0	-0.98997
PSMC6	1	0.33866	0.33887	0.924693	7476	1	-0.38579	0.66134	0.66148	0.923281	10924	0	-0.38579
COLEC11	1	0.33872	0.33893	0.924693	7477	1	-0.37648	0.66128	0.66141	0.923281	10923	0	-0.37648
ZNF440	3	0.33876	0.43741	0.924693	7478	1	-0.98997	0.68195	0.68195	0.923281	11020	0	-0.98997
TNFAIP8L1	3	0.3388	0.43743	0.924693	7479	1	-0.98997	0.68195	0.68195	0.923281	11260	0	-0.98997
FGD5	1	0.33958	0.3398	0.924693	7480	1	-0.29052	0.66042	0.66055	0.923281	10920	0	-0.29052
CCDC90B	1	0.33958	0.3398	0.924693	7481	1	-0.29052	0.66042	0.66055	0.923281	10921	0	-0.29052
CCDC37	1	0.33958	0.3398	0.924693	7482	1	-0.29052	0.66042	0.66055	0.923281	10922	0	-0.29052
TNFSF8	4	0.34053	0.4821	0.924693	7483	1	-0.98997	0.7829	0.78269	0.923281	14525	0	-0.98997
TPST1	1	0.34054	0.34079	0.924693	7484	1	-0.33021	0.65946	0.65958	0.923281	10919	0	-0.33021
ANTXRL	4	0.34065	0.48223	0.924693	7485	1	0.020264	0.35658	0.35595	0.915138	7145	0	0.020264
TNFRSF11A	4	0.34084	0.48241	0.924693	7486	1	-0.48486	0.7829	0.78269	0.923281	14976	0	-0.48486
TMEM136	4	0.34114	0.48273	0.924693	7487	1	-0.48486	0.7829	0.78269	0.923281	14057	0	-0.48486
KIAA1468	4	0.34156	0.48318	0.924693	7488	1	0.1868	0.35658	0.35595	0.915138	7062	0	0.1868
METTL10	1	0.3417	0.34197	0.924693	7489	0	-0.14563	0.6583	0.65843	0.923281	10918	0	-0.14563
TRIML1	4	0.3442	0.48595	0.924693	7490	2	-0.10484	0.35658	0.35595	0.915138	6653	0	-0.10484
TGFB1	4	0.3442	0.48595	0.924693	7491	1	-0.48486	0.17082	0.17154	0.915138	2836	1	-0.48486
CPLX3	4	0.3442	0.48595	0.924693	7492	1	0.23201	0.17082	0.17154	0.915138	2772	1	0.23201
CREB3L1	4	0.3442	0.48595	0.924693	7493	1	0.020264	0.7829	0.78269	0.923281	14022	0	0.020264
TNNT1	4	0.3442	0.48595	0.924693	7494	1	0.020264	0.7829	0.78269	0.923281	13860	0	0.020264
C2	4	0.3442	0.48595	0.924693	7495	1	-0.98997	0.47905	0.47888	0.923281	7686	0	-0.98997
PLXNA2	3	0.34576	0.44141	0.924693	7496	1	-0.98997	0.68195	0.68195	0.923281	13086	0	-0.98997
C1orf54	3	0.34576	0.44141	0.924693	7497	1	0.020264	0.68195	0.68195	0.923281	13454	0	0.020264
NELL1	3	0.34576	0.44141	0.924693	7498	1	-0.98997	0.68195	0.68195	0.923281	12965	0	-0.98997
ERAS	3	0.34576	0.44141	0.924693	7499	1	-0.98997	0.68195	0.68195	0.923281	11194	0	-0.98997
CBLN2	3	0.34576	0.44141	0.924693	7500	1	0.7667	0.03098	0.038136	0.915138	695	1	0.7667
ZNF771	3	0.34576	0.44141	0.924693	7501	1	-0.98997	0.68195	0.68195	0.923281	12501	0	-0.98997
NSF	3	0.34576	0.44141	0.924693	7502	1	0.020264	0.68195	0.68195	0.923281	12630	0	0.020264
THEGL	3	0.34576	0.44141	0.924693	7503	1	0.020264	0.28159	0.2813	0.915138	4981	0	0.020264
SYNM	3	0.34576	0.44141	0.924693	7504	1	-0.98997	0.68195	0.68195	0.923281	11280	0	-0.98997
THNSL2	3	0.34576	0.44141	0.924693	7505	1	0.020264	0.074719	0.078022	0.915138	1334	1	0.020264
DNAJB1	3	0.34576	0.44141	0.924693	7506	1	-0.98997	0.68195	0.68195	0.923281	12855	0	-0.98997
NKPD1	3	0.34576	0.44141	0.924693	7507	1	0.020264	0.38681	0.38682	0.923281	7274	0	0.020264
CD40	3	0.34576	0.44141	0.924693	7508	1	0.60862	0.13107	0.13122	0.915138	2267	1	0.60862
DAZ2	3	0.34576	0.44141	0.924693	7509	1	0.020264	0.68195	0.68195	0.923281	12235	0	0.020264
PLCD1	3	0.34576	0.44141	0.924693	7510	1	0.020264	0.68195	0.68195	0.923281	11439	0	0.020264
GABPB1	3	0.34576	0.44141	0.924693	7511	1	-0.98997	0.68195	0.68195	0.923281	11860	0	-0.98997
EMCN	3	0.34576	0.44141	0.924693	7512	1	0.020264	0.68195	0.68195	0.923281	12841	0	0.020264
DZANK1	3	0.34576	0.44141	0.924693	7513	1	-0.98997	0.68195	0.68195	0.923281	11186	0	-0.98997
ZNF251	3	0.34576	0.44141	0.924693	7514	1	-0.98997	0.91368	0.91376	0.97872	16902	0	-0.98997
TEX19	3	0.34576	0.44141	0.924693	7515	1	-0.98997	0.28159	0.2813	0.915138	4901	0	-0.98997
ETFB	3	0.34576	0.44141	0.924693	7516	1	0.60862	0.08595	0.088512	0.915138	1435	1	0.60862
DNAJC8	3	0.34576	0.44141	0.924693	7517	1	-0.98997	0.68195	0.68195	0.923281	12724	0	-0.98997
SLC33A1	3	0.34576	0.44141	0.924693	7518	1	-0.98997	0.68195	0.68195	0.923281	12110	0	-0.98997
ABCA6	3	0.34576	0.44141	0.924693	7519	1	0.020264	0.68195	0.68195	0.923281	12635	0	0.020264
EIF4E1B	3	0.34576	0.44141	0.924693	7520	1	0.020264	0.38681	0.38682	0.923281	7313	0	0.020264
ENKD1	3	0.34576	0.44141	0.924693	7521	1	-0.98997	0.68195	0.68195	0.923281	11341	0	-0.98997
MTHFSD	3	0.34576	0.44141	0.924693	7522	1	-0.98997	0.68195	0.68195	0.923281	11144	0	-0.98997
OR51F1	3	0.34576	0.44141	0.924693	7523	1	-0.98997	0.28159	0.2813	0.915138	4362	0	-0.98997
SLC27A2	3	0.34576	0.44141	0.924693	7524	1	0.020264	0.68195	0.68195	0.923281	13296	0	0.020264
KRT1	3	0.34576	0.44141	0.924693	7525	1	-0.98997	0.91368	0.91376	0.97872	16780	0	-0.98997
FGF2	3	0.34576	0.44141	0.924693	7526	1	0.60862	0.28159	0.2813	0.915138	5127	0	0.60862
CCNL1	3	0.34576	0.44141	0.924693	7527	1	-0.98997	0.91368	0.91376	0.97872	17035	0	-0.98997
TMEM241	3	0.34576	0.44141	0.924693	7528	1	0.020264	0.68195	0.68195	0.923281	12191	0	0.020264
SPR	3	0.34576	0.44141	0.924693	7529	1	0.020264	0.68195	0.68195	0.923281	11970	0	0.020264
APITD1	3	0.34576	0.44141	0.924693	7530	1	-0.98997	0.28159	0.2813	0.915138	4118	0	-0.98997
LDLRAD2	3	0.34576	0.44141	0.924693	7531	1	-0.98997	0.28159	0.2813	0.915138	4160	0	-0.98997
TNFRSF9	3	0.34576	0.44141	0.924693	7532	1	0.020264	0.42546	0.42559	0.923281	7419	0	0.020264
ERO1L	3	0.34576	0.44141	0.924693	7533	1	0.020264	0.68195	0.68195	0.923281	11626	0	0.020264
CLIC3	3	0.34576	0.44141	0.924693	7534	1	-0.98997	0.91368	0.91376	0.97872	17051	0	-0.98997
CAPN3	3	0.34576	0.44141	0.924693	7535	1	-0.98997	0.91368	0.91376	0.97872	16740	0	-0.98997
HESX1	3	0.34576	0.44141	0.924693	7536	1	-0.98997	0.28159	0.2813	0.915138	4415	0	-0.98997
HSP90AB1	3	0.34576	0.44141	0.924693	7537	1	0.020264	0.68195	0.68195	0.923281	13377	0	0.020264
EXT2	3	0.34576	0.44141	0.924693	7538	1	0.60862	0.28159	0.2813	0.915138	5137	0	0.60862
ZBTB25	3	0.34576	0.44141	0.924693	7539	1	-0.98997	0.28159	0.2813	0.915138	4315	0	-0.98997
NOP10	3	0.34576	0.44141	0.924693	7540	1	1.0254	0.0060878	0.011707	0.857091	217	2	1.0254
C11orf97	3	0.34576	0.44141	0.924693	7541	1	-0.98997	0.28159	0.2813	0.915138	4336	0	-0.98997
AGER	3	0.34576	0.44141	0.924693	7542	1	-0.98997	0.68195	0.68195	0.923281	11686	0	-0.98997
PGAM2	3	0.34576	0.44141	0.924693	7543	1	-0.98997	0.13107	0.13122	0.915138	2343	1	-0.98997
CHRM4	4	0.34628	0.48818	0.924693	7544	1	0.31444	0.029268	0.0446	0.915138	671	1	0.31444
LY6G6C	4	0.34718	0.48913	0.924693	7545	1	0.020264	0.49197	0.49173	0.923281	7737	0	0.020264
TIRAP	4	0.34742	0.48939	0.924693	7546	1	-0.48148	0.17082	0.17154	0.915138	2763	1	-0.48148
RAX2	4	0.34796	0.48995	0.924693	7547	1	-0.48148	0.35658	0.35595	0.915138	6774	0	-0.48148
NXF3	4	0.34811	0.49012	0.924693	7548	2	-0.98997	0.96185	0.96192	0.994548	17912	0	-0.98997
HGF	4	0.35097	0.49312	0.924693	7549	1	-0.48486	0.35658	0.35595	0.915138	6779	0	-0.48486
OR10R2	4	0.35097	0.49312	0.924693	7550	1	-0.48486	0.7829	0.78269	0.923281	13951	0	-0.48486
FXYD2	4	0.35097	0.49312	0.924693	7551	1	0.31951	0.35658	0.35595	0.915138	7096	0	0.31951
SYNE3	4	0.35097	0.49312	0.924693	7552	1	-0.48486	0.7829	0.78269	0.923281	14932	0	-0.48486
AEBP1	4	0.35097	0.49312	0.924693	7553	1	0.020264	0.35658	0.35595	0.915138	6972	0	0.020264
FAM159A	3	0.35247	0.44531	0.924693	7554	1	-0.98997	0.68195	0.68195	0.923281	13100	0	-0.98997
FAM81B	3	0.35291	0.44554	0.924693	7555	1	-0.98997	0.28159	0.2813	0.915138	4750	0	-0.98997
PDIK1L	3	0.35323	0.44575	0.924693	7556	1	0.020264	0.42546	0.42559	0.923281	7468	0	0.020264
RBFOX1	4	0.35372	0.496	0.924693	7557	1	0.020264	0.35658	0.35595	0.915138	6376	0	0.020264
KRTAP9-2	3	0.35407	0.44624	0.924693	7558	1	0.020264	0.28159	0.2813	0.915138	4970	0	0.020264
LGALS12	4	0.3542	0.49653	0.924693	7559	1	0.020264	0.35658	0.35595	0.915138	7094	0	0.020264
OR13F1	3	0.35435	0.4464	0.924693	7560	1	-0.98997	0.68195	0.68195	0.923281	12272	0	-0.98997
RCOR1	3	0.35439	0.44642	0.924693	7561	1	0.020264	0.28159	0.2813	0.915138	4207	0	0.020264
GPR25	2	0.35456	0.37534	0.924693	7562	1	-0.98234	0.53406	0.53436	0.923281	9298	0	-0.98234
WBSCR28	2	0.35456	0.37534	0.924693	7563	1	-1.4875	0.80469	0.80412	0.923281	15279	0	-1.4875
AXIN1	2	0.35456	0.37534	0.924693	7564	1	-0.98234	0.53406	0.53436	0.923281	8017	0	-0.98234
ZNF32	2	0.35456	0.37534	0.924693	7565	1	-0.98234	0.53406	0.53436	0.923281	9277	0	-0.98234
STK32B	2	0.35456	0.37534	0.924693	7566	1	-0.68816	0.19787	0.19774	0.915138	3218	0	-0.68816
KCNH8	2	0.35456	0.37534	0.924693	7567	1	-0.98234	0.53406	0.53436	0.923281	8131	0	-0.98234
RPS4X	2	0.35456	0.37534	0.924693	7568	1	-0.98234	0.80469	0.80412	0.923281	15741	0	-0.98234
PTPRO	2	0.35456	0.37534	0.924693	7569	1	-0.47722	0.53406	0.53436	0.923281	8466	0	-0.47722
RAB17	2	0.35456	0.37534	0.924693	7570	1	-1.4875	0.80469	0.80412	0.923281	15891	0	-1.4875
TASP1	2	0.35456	0.37534	0.924693	7571	1	-0.98234	0.53406	0.53436	0.923281	7966	0	-0.98234
PDXDC1	2	0.35456	0.37534	0.924693	7572	1	-0.98234	0.80469	0.80412	0.923281	15705	0	-0.98234
PRSS8	2	0.35456	0.37534	0.924693	7573	1	-0.98234	0.53406	0.53436	0.923281	10115	0	-0.98234
WDR44	2	0.35456	0.37534	0.924693	7574	1	-0.98234	0.80469	0.80412	0.923281	15646	0	-0.98234
PSMA6	2	0.35456	0.37534	0.924693	7575	1	-0.47722	0.53406	0.53436	0.923281	9512	0	-0.47722
FAM58A	2	0.35456	0.37534	0.924693	7576	1	-0.98234	0.53406	0.53436	0.923281	10018	0	-0.98234
HOOK1	2	0.35456	0.37534	0.924693	7577	1	-0.98234	0.53406	0.53436	0.923281	8307	0	-0.98234
NT5DC1	2	0.35456	0.37534	0.924693	7578	1	-0.98234	0.53406	0.53436	0.923281	8986	0	-0.98234
C16orf45	2	0.35456	0.37534	0.924693	7579	1	-1.4875	0.80469	0.80412	0.923281	15237	0	-1.4875
CARD10	2	0.35456	0.37534	0.924693	7580	1	-0.68816	0.19787	0.19774	0.915138	3471	0	-0.68816
C1QTNF4	2	0.35456	0.37534	0.924693	7581	1	-0.98234	0.53406	0.53436	0.923281	9381	0	-0.98234
CPSF3L	2	0.35456	0.37534	0.924693	7582	1	-0.98234	0.53406	0.53436	0.923281	8094	0	-0.98234
GPT	2	0.35456	0.37534	0.924693	7583	1	-0.98234	0.80469	0.80412	0.923281	15566	0	-0.98234
SPATA6	2	0.35456	0.37534	0.924693	7584	1	-0.60912	0.11877	0.11868	0.915138	2135	0	-0.60912
ACY3	2	0.35456	0.37534	0.924693	7585	1	-0.98234	0.53406	0.53436	0.923281	8678	0	-0.98234
ZBTB7A	2	0.35456	0.37534	0.924693	7586	1	-0.98234	0.53406	0.53436	0.923281	8200	0	-0.98234
OR8I2	2	0.35456	0.37534	0.924693	7587	1	-1.4875	0.80469	0.80412	0.923281	15837	0	-1.4875
ELMO3	2	0.35456	0.37534	0.924693	7588	1	-1.4875	0.80469	0.80412	0.923281	15959	0	-1.4875
COL17A1	2	0.35456	0.37534	0.924693	7589	1	-1.4875	0.80469	0.80412	0.923281	15364	0	-1.4875
RPGR	2	0.35456	0.37534	0.924693	7590	1	-1.4875	0.80469	0.80412	0.923281	16088	0	-1.4875
HPCAL4	2	0.35456	0.37534	0.924693	7591	1	-0.98234	0.53406	0.53436	0.923281	9390	0	-0.98234
BRMS1L	2	0.35456	0.37534	0.924693	7592	1	-0.98234	0.53406	0.53436	0.923281	9387	0	-0.98234
EP300	2	0.35456	0.37534	0.924693	7593	1	-1.4875	0.80469	0.80412	0.923281	15609	0	-1.4875
FCER1G	2	0.35456	0.37534	0.924693	7594	1	-0.98234	0.53406	0.53436	0.923281	9444	0	-0.98234
KRTAP27-1	2	0.35456	0.37534	0.924693	7595	1	-0.47722	0.53406	0.53436	0.923281	9549	0	-0.47722
CCDC88C	2	0.35456	0.37534	0.924693	7596	1	-0.98234	0.53406	0.53436	0.923281	9122	0	-0.98234
PFKFB4	2	0.35456	0.37534	0.924693	7597	1	-0.98234	0.80469	0.80412	0.923281	15834	0	-0.98234
RNF213	2	0.35456	0.37534	0.924693	7598	1	-0.98234	0.53406	0.53436	0.923281	10040	0	-0.98234
CCDC150	2	0.35456	0.37534	0.924693	7599	1	-1.4875	0.80469	0.80412	0.923281	15355	0	-1.4875
ADORA2B	2	0.35456	0.37534	0.924693	7600	1	-0.98234	0.80469	0.80412	0.923281	15495	0	-0.98234
IL9	2	0.35456	0.37534	0.924693	7601	1	-0.47722	0.53406	0.53436	0.923281	9357	0	-0.47722
WFS1	2	0.35456	0.37534	0.924693	7602	1	-0.68816	0.19787	0.19774	0.915138	3058	0	-0.68816
CNOT1	2	0.35456	0.37534	0.924693	7603	1	-0.98234	0.53406	0.53436	0.923281	9865	0	-0.98234
AMPD3	2	0.35456	0.37534	0.924693	7604	1	-0.18304	0.19787	0.19774	0.915138	3240	0	-0.18304
MAGEB3	2	0.35456	0.37534	0.924693	7605	1	-0.47722	0.53406	0.53436	0.923281	9867	0	-0.47722
PLD2	2	0.35456	0.37534	0.924693	7606	1	-0.18304	0.19787	0.19774	0.915138	3735	0	-0.18304
RPS6KB1	2	0.35456	0.37534	0.924693	7607	1	0.025329	0.089408	0.089589	0.915138	1567	1	0.025329
FAM185A	2	0.35456	0.37534	0.924693	7608	1	-0.98234	0.53406	0.53436	0.923281	9699	0	-0.98234
LGMN	2	0.35456	0.37534	0.924693	7609	1	-0.98234	0.80469	0.80412	0.923281	16011	0	-0.98234
PFKL	2	0.35456	0.37534	0.924693	7610	1	-0.18646	0.047807	0.049001	0.915138	982	1	-0.18646
MRPS22	2	0.35456	0.37534	0.924693	7611	1	-0.47979	0.089408	0.089589	0.915138	1631	1	-0.47979
YTHDF2	2	0.35456	0.37534	0.924693	7612	1	-0.98234	0.53406	0.53436	0.923281	8635	0	-0.98234
SIRPB1	2	0.35456	0.37534	0.924693	7613	1	-0.47722	0.53406	0.53436	0.923281	8342	0	-0.47722
WI2-2373I1.2	2	0.35456	0.37534	0.924693	7614	1	-1.4875	0.80469	0.80412	0.923281	15095	0	-1.4875
PITPNA	2	0.35456	0.37534	0.924693	7615	1	-0.98234	0.80469	0.80412	0.923281	15756	0	-0.98234
KCNJ3	2	0.35456	0.37534	0.924693	7616	1	-0.68816	0.19787	0.19774	0.915138	3387	0	-0.68816
GPR6	2	0.35456	0.37534	0.924693	7617	1	-0.98234	0.53406	0.53436	0.923281	9974	0	-0.98234
FLII	2	0.35456	0.37534	0.924693	7618	1	-0.98234	0.53406	0.53436	0.923281	9267	0	-0.98234
PRR30	2	0.35456	0.37534	0.924693	7619	1	-0.47384	0.30889	0.30885	0.915138	5384	0	-0.47384
GSTM4	2	0.35456	0.37534	0.924693	7620	1	-1.4875	0.80469	0.80412	0.923281	15510	0	-1.4875
ATF3	2	0.35456	0.37534	0.924693	7621	1	-0.98234	0.53406	0.53436	0.923281	9601	0	-0.98234
ST6GALNAC6	2	0.35456	0.37534	0.924693	7622	1	-0.98234	0.53406	0.53436	0.923281	8046	0	-0.98234
ADAP2	2	0.35456	0.37534	0.924693	7623	1	-0.98234	0.80469	0.80412	0.923281	15606	0	-0.98234
KIAA1715	2	0.35456	0.37534	0.924693	7624	1	-0.18304	0.19787	0.19774	0.915138	3723	0	-0.18304
PYGB	2	0.35456	0.37534	0.924693	7625	1	-1.4875	0.80469	0.80412	0.923281	15569	0	-1.4875
INF2	2	0.35456	0.37534	0.924693	7626	1	-0.98234	0.53406	0.53436	0.923281	8850	0	-0.98234
DTYMK	2	0.35456	0.37534	0.924693	7627	1	-0.98234	0.80469	0.80412	0.923281	15131	0	-0.98234
ELMSAN1	2	0.35456	0.37534	0.924693	7628	1	-0.98234	0.80469	0.80412	0.923281	15111	0	-0.98234
C4orf51	2	0.35456	0.37534	0.924693	7629	1	2.3351	0.0096964	0.01282	0.890634	284	1	2.3351
HKDC1	2	0.35456	0.37534	0.924693	7630	1	-0.68816	0.19787	0.19774	0.915138	3205	0	-0.68816
MAP4K1	2	0.35456	0.37534	0.924693	7631	1	0.11422	0.1115	0.1114	0.915138	2022	1	0.11422
VOPP1	2	0.35456	0.37534	0.924693	7632	1	-0.98234	0.53406	0.53436	0.923281	9861	0	-0.98234
TTF2	2	0.35456	0.37534	0.924693	7633	1	-1.4875	0.80469	0.80412	0.923281	15933	0	-1.4875
LOC101929372	2	0.35456	0.37534	0.924693	7634	1	-0.98234	0.80469	0.80412	0.923281	15676	0	-0.98234
GTF3C5	2	0.35456	0.37534	0.924693	7635	1	-1.4875	0.80469	0.80412	0.923281	15907	0	-1.4875
CNTN2	2	0.35456	0.37534	0.924693	7636	1	-1.4875	0.80469	0.80412	0.923281	15604	0	-1.4875
S100A3	2	0.35456	0.37534	0.924693	7637	1	-0.98234	0.53406	0.53436	0.923281	8341	0	-0.98234
CSRNP2	2	0.35456	0.37534	0.924693	7638	1	-0.98234	0.53406	0.53436	0.923281	9127	0	-0.98234
C2orf27A	2	0.35456	0.37534	0.924693	7639	1	-0.98234	0.53406	0.53436	0.923281	9803	0	-0.98234
NAPB	2	0.35456	0.37534	0.924693	7640	1	-0.47722	0.53406	0.53436	0.923281	9311	0	-0.47722
MTCP1	2	0.35456	0.37534	0.924693	7641	1	-0.98234	0.53406	0.53436	0.923281	9746	0	-0.98234
ZNF728	2	0.35456	0.37534	0.924693	7642	1	-0.47722	0.53406	0.53436	0.923281	8992	0	-0.47722
C20orf196	2	0.35456	0.37534	0.924693	7643	1	-0.47722	0.53406	0.53436	0.923281	9100	0	-0.47722
RHOF	2	0.35456	0.37534	0.924693	7644	1	-0.68816	0.19787	0.19774	0.915138	3094	0	-0.68816
LIN28B	2	0.35456	0.37534	0.924693	7645	1	-0.18304	0.19787	0.19774	0.915138	3472	0	-0.18304
MBNL2	2	0.35456	0.37534	0.924693	7646	1	-1.4875	0.80469	0.80412	0.923281	15198	0	-1.4875
FAM25G	2	0.35456	0.37534	0.924693	7647	1	-0.68816	0.19787	0.19774	0.915138	3514	0	-0.68816
SPATA31C1	2	0.35456	0.37534	0.924693	7648	1	-0.47722	0.53406	0.53436	0.923281	9724	0	-0.47722
PHF8	2	0.35456	0.37534	0.924693	7649	1	-0.47722	0.53406	0.53436	0.923281	9788	0	-0.47722
OR2T3	2	0.35456	0.37534	0.924693	7650	1	-0.98234	0.53406	0.53436	0.923281	7988	0	-0.98234
TMEM67	2	0.35456	0.37534	0.924693	7651	1	-1.4875	0.80469	0.80412	0.923281	15722	0	-1.4875
DHRS7	2	0.35456	0.37534	0.924693	7652	1	-0.18646	0.047807	0.049001	0.915138	1001	1	-0.18646
ACOT1	2	0.35456	0.37534	0.924693	7653	1	-0.98234	0.53406	0.53436	0.923281	8105	0	-0.98234
AFM	2	0.35456	0.37534	0.924693	7654	1	-1.4875	0.80469	0.80412	0.923281	15132	0	-1.4875
FBL	2	0.35456	0.37534	0.924693	7655	1	-0.98234	0.80469	0.80412	0.923281	15107	0	-0.98234
TMEM80	2	0.35456	0.37534	0.924693	7656	1	-1.4875	0.80469	0.80412	0.923281	15754	0	-1.4875
C17orf102	2	0.35456	0.37534	0.924693	7657	1	-0.47722	0.53406	0.53436	0.923281	9209	0	-0.47722
H1FX	2	0.35456	0.37534	0.924693	7658	1	-0.18304	0.19787	0.19774	0.915138	3067	0	-0.18304
ZNF45	2	0.35456	0.37534	0.924693	7659	1	-0.98234	0.53406	0.53436	0.923281	9158	0	-0.98234
ST6GALNAC3	2	0.35456	0.37534	0.924693	7660	1	-0.68816	0.19787	0.19774	0.915138	3419	0	-0.68816
CLCC1	2	0.35456	0.37534	0.924693	7661	1	0.8195	0.026188	0.028412	0.915138	621	1	0.8195
REG3G	2	0.35456	0.37534	0.924693	7662	1	-0.47722	0.53406	0.53436	0.923281	8766	0	-0.47722
RBM38	2	0.35456	0.37534	0.924693	7663	1	-0.98234	0.80469	0.80412	0.923281	15384	0	-0.98234
SLC15A3	2	0.35456	0.37534	0.924693	7664	1	-0.47722	0.53406	0.53436	0.923281	9301	0	-0.47722
TRPM3	2	0.35456	0.37534	0.924693	7665	1	-0.68816	0.19787	0.19774	0.915138	3467	0	-0.68816
ABHD3	2	0.35456	0.37534	0.924693	7666	1	-1.4875	0.80469	0.80412	0.923281	15767	0	-1.4875
VPS25	2	0.35456	0.37534	0.924693	7667	1	-0.98234	0.53406	0.53436	0.923281	8674	0	-0.98234
LYRM2	2	0.35456	0.37534	0.924693	7668	1	-0.98234	0.53406	0.53436	0.923281	9566	0	-0.98234
QRFP	2	0.35456	0.37534	0.924693	7669	1	-0.47979	0.089408	0.089589	0.915138	1561	1	-0.47979
EIF4B	2	0.35456	0.37534	0.924693	7670	1	-0.26547	0.27823	0.27821	0.915138	3967	0	-0.26547
SLC30A3	2	0.35456	0.37534	0.924693	7671	1	-0.98234	0.53406	0.53436	0.923281	9847	0	-0.98234
ASCL3	2	0.35456	0.37534	0.924693	7672	1	-1.4875	0.80469	0.80412	0.923281	15208	0	-1.4875
FCGR1A	2	0.35456	0.37534	0.924693	7673	1	-0.47384	0.30889	0.30885	0.915138	5276	0	-0.47384
TIMP4	2	0.35456	0.37534	0.924693	7674	1	-0.98234	0.80469	0.80412	0.923281	15494	0	-0.98234
CNTN4	2	0.35456	0.37534	0.924693	7675	1	-0.47722	0.53406	0.53436	0.923281	9056	0	-0.47722
ZNF737	2	0.35456	0.37534	0.924693	7676	1	-0.98234	0.53406	0.53436	0.923281	9613	0	-0.98234
RAP2C	2	0.35456	0.37534	0.924693	7677	1	-1.4875	0.80469	0.80412	0.923281	15877	0	-1.4875
LARP4	2	0.35456	0.37534	0.924693	7678	1	-0.47722	0.53406	0.53436	0.923281	8418	0	-0.47722
ZNF556	2	0.35456	0.37534	0.924693	7679	1	-0.97896	0.30889	0.30885	0.915138	5315	0	-0.97896
METTL21A	2	0.35456	0.37534	0.924693	7680	1	-0.98234	0.53406	0.53436	0.923281	8784	0	-0.98234
TMEM97	2	0.35456	0.37534	0.924693	7681	1	-0.47722	0.53406	0.53436	0.923281	8383	0	-0.47722
SERPINI1	2	0.35456	0.37534	0.924693	7682	1	-0.68816	0.19787	0.19774	0.915138	3706	0	-0.68816
CCDC61	2	0.35456	0.37534	0.924693	7683	1	-0.98234	0.53406	0.53436	0.923281	9352	0	-0.98234
SLC4A5	2	0.35456	0.37534	0.924693	7684	1	-0.98234	0.80469	0.80412	0.923281	16007	0	-0.98234
CLN6	2	0.35456	0.37534	0.924693	7685	1	-0.68816	0.19787	0.19774	0.915138	3495	0	-0.68816
CHMP7	2	0.35456	0.37534	0.924693	7686	1	-1.4875	0.80469	0.80412	0.923281	15337	0	-1.4875
